Cal Year,Cal Quarter,Cal Month,Cal Month #,Province,Market,Media Type,Media Sub Type,Ad Spend
2020,Q2,May,05,National,National,Digital,Ad Network/Ad Exchange,44451248
2022,Q1,January,01,British Columbia,Terrace - Kitimat - Prince Rupert,Radio,Spot Radio,66865
2021,Q1,January,01,British Columbia,Vancouver - Victoria,Magazines,Newspaper Magazines,767
2023,Q2,April,04,Multi-Market,Multi-Market,Out of Home,Other,409644
2021,Q1,March,03,Quebec,Montreal - Laval,Magazines,Trade Magazines,12545
2018,Q1,February,02,Ontario,Kingston,Linear Television,Specialty TV,87850
2018,Q2,June,06,British Columbia,Vancouver - Victoria,Linear Television,Specialty TV,1408606
2021,Q2,April,04,Quebec,Quebec City - Levis,Linear Television,Specialty TV,40359
2021,Q3,September,09,Yukon,Whitehorse,Radio,Spot Radio,9844
2020,Q4,December,12,Quebec,Trois -Rivieres - Shawinigan,Radio,Spot Radio,50458
2022,Q1,February,02,Yukon,Whitehorse,Newspapers,Dailies,2372
2022,Q3,September,09,Ontario,Windsor,Out of Home,Other,39412
2021,Q4,November,11,Alberta,Lloydminster,Linear Television,Specialty TV,4523
2020,Q2,April,04,National,National,Magazines,Newspaper Magazines,42853
2018,Q2,June,06,Quebec,Trois -Rivieres - Shawinigan,Linear Television,Spot TV,62295
2020,Q1,January,01,Alberta,Edmonton,Out of Home,Other,2361
2018,Q1,February,02,British Columbia,Vancouver - Victoria,Newspapers,Business Journals,2235
2021,Q1,March,03,New Brunswick,St. John - Fredericton - Moncton,Out of Home,Other,3324
2021,Q1,March,03,Ontario,Toronto - Hamilton - Niagara Falls,Out of Home,Other,94012
2021,Q2,June,06,Ontario,Kitchener - Waterloo - Cambridge - Guelph,Magazines,Consumer Magazines,1471
2018,Q1,March,03,Multi-Market,Rimonouski - Sept Iles - Perce - Bathurst,Newspapers,Dailies,19953
2019,Q3,September,09,Multi-Market,Multi-Market,Newspapers,Community Newspaper,19010
2018,Q3,September,09,National,National,Linear Television,Spot TV,36984
2020,Q2,April,04,Quebec,Quebec City - Levis,Linear Television,Spot TV,143618
2019,Q2,April,04,Quebec,Montreal - Laval,Magazines,Trade Magazines,85381
2020,Q2,April,04,National,National,Newspapers,Dailies,876022
2018,Q3,August,08,Nova Scotia,Sydney - Glace Bay,Linear Television,Specialty TV,46599
2018,Q4,November,11,British Columbia,Vancouver - Victoria,Out of Home,Billboards,325480
2019,Q2,May,05,Multi-Market,Multi-Market,Magazines,Newspaper Magazines,10529
2019,Q4,December,12,British Columbia,Terrace - Kitimat - Prince Rupert,Linear Television,Spot TV,14130
2018,Q3,August,08,Ontario,Kingston,Newspapers,Dailies,21482
2019,Q2,June,06,Multi-Market,Ottawa - Gatineau,Out of Home,Billboards,7083
2018,Q3,September,09,Ontario,London - Woodstock - Wingham,Radio,Spot Radio,500115
2019,Q1,March,03,Ontario,Barrie - Orillia,Digital,Print - Digital,9888
2022,Q3,August,08,Saskatchewan,Yorkton,Newspapers,Community Newspaper,1008
2020,Q3,September,09,Alberta,Edmonton,Linear Television,Specialty TV,241785
2021,Q1,January,01,National,National,Out of Home,Other,2174
2021,Q4,October,10,Multi-Market,Multi-Market,Out of Home,Other,380145
2018,Q4,October,10,Saskatchewan,Yorkton,Linear Television,Spot TV,4059
2020,Q1,February,02,Alberta,Lloydminster,Radio,Spot Radio,91491
2018,Q1,March,03,New Brunswick,St. John - Fredericton - Moncton,Newspapers,Dailies,36130
2019,Q1,January,01,National,National,Digital,Ad Network/Ad Exchange,44005653
2019,Q4,December,12,Alberta,Red Deer,Linear Television,Specialty TV,23035
2023,Q2,June,06,Quebec,Sherbrooke,Newspapers,Community Newspaper,6319
2023,Q2,June,06,Ontario,Sault Sainte Marie,Radio,Spot Radio,42413
2022,Q2,April,04,Alberta,Edmonton,Linear Television,Conventional TV,539894
2023,Q3,August,08,Alberta,Edmonton,Digital,Print - Digital,882
2022,Q3,August,08,Quebec,Riviere Du Loup,Linear Television,Specialty TV,1911
2020,Q1,March,03,Ontario,Toronto - Hamilton - Niagara Falls,Digital,Print - Digital,52288
2020,Q1,March,03,Ontario,Thunder Bay,Newspapers,Community Newspaper,21448
2019,Q4,November,11,Manitoba,Winnipeg - Brandon,Newspapers,Community Newspaper,1941
2021,Q1,March,03,Multi-Market,Multi-Market,Newspapers,Ad Sales House,115218
2022,Q2,June,06,Ontario,Peterborough - Belleville - Trenton,Linear Television,Spot TV,459
2022,Q3,July,07,Ontario,Sudbury - Timmins - North Bay,Linear Television,Conventional TV,352691
2019,Q4,November,11,Ontario,Peterborough - Belleville - Trenton,Linear Television,Spot TV,18703
2018,Q4,December,12,Quebec,Trois -Rivieres - Shawinigan,Linear Television,Conventional TV,197282
2021,Q3,July,07,National,National,Newspapers,Dailies,1081429
2018,Q1,January,01,National,National,Digital,Pure Play - Internet Radio,952488
2018,Q4,December,12,Multi-Market,Ottawa - Gatineau,Newspapers,Community Newspaper,74356
2021,Q3,September,09,British Columbia,Vancouver - Victoria,Newspapers,Business Journals,1412
2020,Q2,May,05,Saskatchewan,Prince Albert,Linear Television,Conventional TV,3047
2022,Q2,June,06,Multi-Market,Multi-Market,Out of Home,Cinema,2423698
2022,Q2,April,04,Yukon,Whitehorse,Digital,Print - Digital,0
2021,Q1,February,02,National,National,Digital,Pure Play - Internet Radio,2180720
2020,Q4,December,12,Ontario,Thunder Bay,Newspapers,Community Newspaper,12629
2022,Q1,March,03,Yukon,Whitehorse,Radio,Spot Radio,10835
2018,Q3,August,08,Ontario,Toronto - Hamilton - Niagara Falls,Digital,Print - Digital,201379
2020,Q4,October,10,British Columbia,Prince George,Radio,Spot Radio,68431
2023,Q1,February,02,Yukon,Whitehorse,Digital,Print - Digital,1176
2018,Q4,October,10,National,National,Magazines,Consumer Magazines,2766777
2020,Q2,May,05,Prince Edward Island,Charlottetown,Linear Television,Specialty TV,1482
2020,Q3,July,07,British Columbia,Prince George,Linear Television,Conventional TV,22134
2021,Q2,June,06,National,National,Magazines,Consumer Magazines,1188484
2021,Q4,November,11,Saskatchewan,Regina - Moose Jaw,Out of Home,Other,1000
2021,Q1,February,02,British Columbia,Prince George,Linear Television,Conventional TV,74254
2020,Q1,January,01,National,National,Magazines,Other,39439
2019,Q3,July,07,National,National,Digital,Mobile Ad Network/Ad Exchange,1333522
2018,Q4,October,10,Multi-Market,Ottawa - Gatineau,Radio,Other,3750
2019,Q2,May,05,New Brunswick,St. John - Fredericton - Moncton,Linear Television,Specialty TV,101197
2022,Q4,October,10,Ontario,Sault Sainte Marie,Newspapers,Community Newspaper,1041
2019,Q3,August,08,Ontario,Sault Sainte Marie,Newspapers,Community Newspaper,20905
2021,Q4,November,11,Ontario,Toronto - Hamilton - Niagara Falls,Linear Television,Conventional TV,17220216
2021,Q3,July,07,Alberta,Medicine Hat,Linear Television,Specialty TV,3605
2020,Q1,March,03,Multi-Market,Rimonouski - Sept Iles - Perce - Bathurst,Radio,Spot Radio,245812
2018,Q2,June,06,Quebec,Quebec City - Levis,Radio,Spot Radio,689213
2021,Q4,October,10,Ontario,London - Woodstock - Wingham,Radio,Spot Radio,464317
2021,Q2,May,05,Ontario,Windsor,Linear Television,Conventional TV,50311
2022,Q1,February,02,Saskatchewan,Prince Albert,Linear Television,Specialty TV,2364
2019,Q2,May,05,Alberta,Edmonton,Radio,Spot Radio,2057674
2019,Q4,October,10,Quebec,Montreal - Laval,Out of Home,Billboards,362942
2021,Q4,October,10,Manitoba,Winnipeg - Brandon,Newspapers,Community Newspaper,14363
2022,Q3,July,07,British Columbia,Terrace - Kitimat - Prince Rupert,Linear Television,Specialty TV,0
2021,Q1,March,03,Ontario,London - Woodstock - Wingham,Radio,Spot Radio,489717
2021,Q3,August,08,Ontario,Peterborough - Belleville - Trenton,Linear Television,Spot TV,417
2019,Q2,May,05,Multi-Market,Multi-Market,Out of Home,Cinema,6814898
2018,Q3,September,09,Alberta,Red Deer,Linear Television,Specialty TV,29975
2022,Q4,October,10,Prince Edward Island,Charlottetown,Linear Television,Conventional TV,11822
2020,Q3,September,09,Saskatchewan,Prince Albert,Linear Television,Specialty TV,3708
2022,Q4,October,10,Alberta,Medicine Hat,Linear Television,Specialty TV,1721
2019,Q1,March,03,Quebec,Chaleur Bay - Carleton,Linear Television,Specialty TV,26962
2019,Q4,December,12,National,National,Digital,Pure Play - Internet Radio,3180190
2020,Q4,October,10,Ontario,Toronto - Hamilton - Niagara Falls,Linear Television,Specialty TV,3845952
2020,Q3,September,09,Alberta,Edmonton,Magazines,Trade Magazines,24478
2019,Q2,June,06,Prince Edward Island,Charlottetown,Radio,Spot Radio,76806
2021,Q1,March,03,Quebec,Rouyn - Noranda - Val D'Or,Newspapers,Community Newspaper,34852
2019,Q4,October,10,Ontario,Sudbury - Timmins - North Bay,Linear Television,Conventional TV,435183
2020,Q3,August,08,British Columbia,Vancouver - Victoria,Digital,Print - Digital,67647
2022,Q2,April,04,Alberta,Edmonton,Newspapers,Community Newspaper,7979
2019,Q3,September,09,Nova Scotia,Halifax - Dartmouth,Newspapers,Dailies,16016
2020,Q2,May,05,Quebec,Saguenay,Newspapers,Community Newspaper,8358
2021,Q2,June,06,Saskatchewan,Regina - Moose Jaw,Radio,Spot Radio,138672
2023,Q2,May,05,Quebec,Quebec City - Levis,Digital,Pure Play - Content,0
2021,Q4,December,12,Ontario,Peterborough - Belleville - Trenton,Radio,Spot Radio,188305
2019,Q4,November,11,British Columbia,Terrace - Kitimat - Prince Rupert,Radio,Spot Radio,24442
2019,Q2,April,04,Ontario,Kenora,Radio,Spot Radio,57646
2019,Q2,June,06,Ontario,Thunder Bay,Newspapers,Dailies,7664
2021,Q3,August,08,National,National,Digital,Mobile Ad Network/Ad Exchange,774648
2020,Q1,March,03,Alberta,Calgary - Lethbridge,Linear Television,Spot TV,1936067
2023,Q3,September,09,Quebec,Riviere Du Loup,Linear Television,Specialty TV,2410
2023,Q2,May,05,Nova Scotia,Halifax - Dartmouth,Linear Television,Spot TV,67120
2019,Q3,July,07,Ontario,Kitchener - Waterloo - Cambridge - Guelph,Radio,Spot Radio,718156
2021,Q4,November,11,Manitoba,Winnipeg - Brandon,Linear Television,Specialty TV,321960
2018,Q3,August,08,Alberta,Lloydminster,Linear Television,Specialty TV,10506
2020,Q4,October,10,Ontario,Pembroke - Petawawa,Newspapers,Community Newspaper,2681
2019,Q3,July,07,Multi-Market,Multi-Market,Out of Home,Street Furniture/Retail,871062
2020,Q3,September,09,New Brunswick,St. John - Fredericton - Moncton,Newspapers,Community Newspaper,12553
2019,Q2,May,05,Alberta,Lloydminster,Linear Television,Conventional TV,8310
2019,Q2,June,06,Alberta,Medicine Hat,Out of Home,Billboards,1287491
2022,Q2,June,06,Alberta,Calgary - Lethbridge,Linear Television,Conventional TV,267726
2020,Q1,March,03,Alberta,Lloydminster,Linear Television,Conventional TV,9642
2018,Q4,November,11,Nova Scotia,Halifax - Dartmouth,Out of Home,Billboards,3729
2021,Q4,October,10,Quebec,Montreal - Laval,Out of Home,Other,527659
2021,Q3,September,09,Ontario,Kitchener - Waterloo - Cambridge - Guelph,Newspapers,Dailies,17219
2020,Q3,September,09,Multi-Market,Multi-Market,Magazines,Consumer Magazines,6818
2020,Q1,January,01,Ontario,London - Woodstock - Wingham,Radio,Spot Radio,304513
2020,Q3,September,09,British Columbia,Vancouver - Victoria,Digital,Print - Digital,0
2022,Q3,August,08,Quebec,Montreal - Laval,Out of Home,Other,747674
2020,Q2,April,04,Manitoba,Winnipeg - Brandon,Linear Television,Specialty TV,22307
2018,Q3,September,09,Multi-Market,Multi-Market,Radio,Other,928706
2022,Q1,February,02,Quebec,Quebec City - Levis,Linear Television,Conventional TV,421546
2018,Q4,October,10,Saskatchewan,Regina - Moose Jaw,Linear Television,Specialty TV,232749
2020,Q3,July,07,British Columbia,Terrace - Kitimat - Prince Rupert,Linear Television,Spot TV,9124
2021,Q1,January,01,Ontario,Thunder Bay,Linear Television,Conventional TV,48658
2022,Q2,April,04,Prince Edward Island,Charlottetown,Newspapers,Dailies,678
2018,Q1,March,03,Prince Edward Island,Charlottetown,Linear Television,Specialty TV,20513
2020,Q4,October,10,Multi-Market,Multi-Market,Linear Television,Spot TV,303083
2022,Q2,May,05,National,National,Magazines,Consumer Magazines,1794391
2018,Q2,May,05,Yukon,Whitehorse,Newspapers,Community Newspaper,1229
2020,Q3,August,08,National,National,Linear Television,Other,12627
2022,Q2,June,06,Ontario,Barrie - Orillia,Newspapers,Community Newspaper,61353
2022,Q4,October,10,Quebec,Quebec City - Levis,Radio,Spot Radio,351416
2021,Q2,June,06,British Columbia,Dawson Creek,Radio,Spot Radio,34629
2022,Q1,March,03,Ontario,Kingston,Newspapers,Community Newspaper,9444
2021,Q2,June,06,Multi-Market,Ottawa - Gatineau,Linear Television,Specialty TV,193036
2023,Q1,January,01,National,National,Magazines,Ad Sales House,17906
2020,Q1,February,02,British Columbia,Kelowna - Okanagan Valley - Kamloops,Linear Television,Conventional TV,42906
2023,Q2,April,04,New Brunswick,St. John - Fredericton - Moncton,Out of Home,Billboards,1153
2018,Q1,February,02,Nova Scotia,Halifax - Dartmouth,Linear Television,Spot TV,40592
2020,Q2,May,05,Alberta,Red Deer,Linear Television,Conventional TV,0
2019,Q1,February,02,British Columbia,Kelowna - Okanagan Valley - Kamloops,Linear Television,Spot TV,72172
2021,Q1,March,03,Newfoundland and Labrador,St. Johns - Corner Brook,Linear Television,Conventional TV,396113
2021,Q1,February,02,British Columbia,Vancouver - Victoria,Linear Television,Spot TV,2409532
2019,Q1,March,03,Saskatchewan,Regina - Moose Jaw,Radio,Spot Radio,122134
2020,Q1,February,02,Saskatchewan,Prince Albert,Newspapers,Dailies,132
2019,Q2,April,04,Quebec,Quebec City - Levis,Magazines,Trade Magazines,30210
2019,Q4,December,12,Quebec,Quebec City - Levis,Linear Television,Specialty TV,91259
2023,Q3,September,09,British Columbia,Vancouver - Victoria,Magazines,Consumer Magazines,69381
2020,Q1,March,03,Multi-Market,Ottawa - Gatineau,Newspapers,Business Journals,21110
2018,Q4,October,10,Multi-Market,Rimonouski - Sept Iles - Perce - Bathurst,Linear Television,Spot TV,5079
2021,Q3,July,07,Alberta,Calgary - Lethbridge,Linear Television,Specialty TV,123948
2022,Q2,June,06,Multi-Market,Rimonouski - Sept Iles - Perce - Bathurst,Radio,Spot Radio,207763
2021,Q2,April,04,Quebec,Quebec City - Levis,Newspapers,Dailies,18322
2021,Q2,May,05,Quebec,Quebec City - Levis,Linear Television,Spot TV,155865
2022,Q4,December,12,Ontario,Kenora,Newspapers,Community Newspaper,893
2019,Q3,July,07,Ontario,Toronto - Hamilton - Niagara Falls,Newspapers,Dailies,76897
2020,Q2,June,06,Quebec,Rouyn - Noranda - Val D'Or,Radio,Spot Radio,58117
2023,Q1,January,01,Ontario,Toronto - Hamilton - Niagara Falls,Magazines,Trade Magazines,83742
2019,Q3,September,09,Prince Edward Island,Charlottetown,Linear Television,Specialty TV,18742
2021,Q1,February,02,Multi-Market,Ottawa - Gatineau,Linear Television,Specialty TV,152851
2020,Q4,December,12,Ontario,Peterborough - Belleville - Trenton,Newspapers,Dailies,652
2021,Q3,July,07,Alberta,Edmonton,Newspapers,Community Newspaper,23420
2022,Q2,May,05,Ontario,Kitchener - Waterloo - Cambridge - Guelph,Magazines,Trade Magazines,1793
2020,Q2,May,05,Ontario,Pembroke - Petawawa,Newspapers,Community Newspaper,5333
2022,Q1,February,02,British Columbia,Terrace - Kitimat - Prince Rupert,Digital,Print - Digital,79
2021,Q2,June,06,Ontario,Thunder Bay,Linear Television,Specialty TV,11314
2023,Q3,July,07,Multi-Market,Ottawa - Gatineau,Linear Television,Spot TV,85778
2021,Q3,September,09,British Columbia,Vancouver - Victoria,Magazines,Consumer Magazines,70489
2019,Q3,August,08,Ontario,Barrie - Orillia,Newspapers,Dailies,6705
2022,Q2,April,04,Quebec,Sherbrooke,Linear Television,Conventional TV,129470
2020,Q4,November,11,Quebec,Montreal - Laval,Out of Home,Billboards,144812
2020,Q4,December,12,Ontario,Toronto - Hamilton - Niagara Falls,Linear Television,Specialty TV,3317634
2023,Q1,January,01,British Columbia,Kelowna - Okanagan Valley - Kamloops,Radio,Spot Radio,223172
2019,Q1,March,03,Quebec,Saguenay,Linear Television,Specialty TV,41916
2023,Q2,June,06,Ontario,Kitchener - Waterloo - Cambridge - Guelph,Linear Television,Specialty TV,53411
2019,Q4,October,10,National,National,Linear Television,Other,138173
2018,Q1,February,02,National,National,Linear Television,Conventional TV,41456207
2022,Q2,June,06,Quebec,Montreal - Laval,Linear Television,Conventional TV,1692263
2022,Q2,April,04,Ontario,Thunder Bay,Linear Television,Spot TV,51571
2018,Q2,May,05,Saskatchewan,Saskatoon,Linear Television,Spot TV,446766
2018,Q2,April,04,Nova Scotia,Halifax - Dartmouth,Out of Home,Billboards,23381
2022,Q4,November,11,Ontario,Sudbury - Timmins - North Bay,Radio,Spot Radio,255253
2018,Q3,September,09,Saskatchewan,Prince Albert,Linear Television,Conventional TV,26553
2021,Q4,November,11,Ontario,London - Woodstock - Wingham,Radio,Spot Radio,480099
2021,Q1,March,03,Alberta,Medicine Hat,Newspapers,Community Newspaper,4884
2020,Q3,September,09,Ontario,London - Woodstock - Wingham,Radio,Spot Radio,527382
2023,Q3,September,09,Alberta,Medicine Hat,Linear Television,Spot TV,7043
2020,Q3,September,09,British Columbia,Terrace - Kitimat - Prince Rupert,Radio,Spot Radio,36927
2021,Q2,June,06,Ontario,London - Woodstock - Wingham,Newspapers,Community Newspaper,66758
2018,Q2,June,06,British Columbia,Kelowna - Okanagan Valley - Kamloops,Newspapers,Community Newspaper,59979
2020,Q1,February,02,Quebec,Sherbrooke,Newspapers,Dailies,35988
2018,Q3,September,09,Manitoba,Winnipeg - Brandon,Digital,Print - Digital,8316
2018,Q2,June,06,Alberta,Calgary - Lethbridge,Linear Television,Conventional TV,1233233
2018,Q2,June,06,National,National,Digital,Pure Play - Video,9778547
2019,Q1,March,03,Ontario,Sudbury - Timmins - North Bay,Linear Television,Conventional TV,414813
2023,Q3,August,08,British Columbia,Kelowna - Okanagan Valley - Kamloops,Linear Television,Spot TV,11306
2021,Q3,September,09,Multi-Market,Multi-Market,Magazines,Trade Magazines,32091
2020,Q3,September,09,Alberta,Calgary - Lethbridge,Linear Television,Spot TV,1337040
2021,Q2,April,04,Ontario,Pembroke - Petawawa,Radio,Spot Radio,31788
2023,Q3,August,08,Ontario,London - Woodstock - Wingham,Linear Television,Specialty TV,51177
2021,Q1,March,03,Ontario,Kenora,Newspapers,Community Newspaper,1461
2020,Q3,August,08,Quebec,Riviere Du Loup,Newspapers,Community Newspaper,8104
2018,Q2,May,05,National,National,Magazines,Newspaper Magazines,130721
2019,Q3,September,09,Quebec,Rouyn - Noranda - Val D'Or,Newspapers,Community Newspaper,18676
2022,Q2,June,06,Ontario,Toronto - Hamilton - Niagara Falls,Linear Television,Conventional TV,7370764
2018,Q3,August,08,Alberta,Calgary - Lethbridge,Out of Home,Other,2126
2020,Q1,March,03,Multi-Market,Multi-Market,Magazines,Other,706
2020,Q1,March,03,Quebec,Rouyn - Noranda - Val D'Or,Linear Television,Spot TV,16292
2022,Q3,August,08,Multi-Market,Rimonouski - Sept Iles - Perce - Bathurst,Newspapers,Community Newspaper,5553
2021,Q1,January,01,Ontario,Kenora,Out of Home,Other,588
2022,Q3,September,09,Quebec,Riviere Du Loup,Linear Television,Spot TV,356
2023,Q1,March,03,Quebec,Quebec City - Levis,Linear Television,Conventional TV,126355
2019,Q1,March,03,National,National,Magazines,Ad Sales House,150827
2022,Q4,December,12,National,National,Digital,Pure Play - Content,24134821
2021,Q3,September,09,Multi-Market,Ottawa - Gatineau,Linear Television,Specialty TV,119157
